rooftop_id,enterprise_id,rooftop_name,enterprise_name,Company Domain ,csm_poc,Product Stage,city,district,state,country,zipcode,account_type,account_sub_type,address_line1,address_line2,geo_coordinates
87d8d9c7b,640edb0f7,Chevy Pulaski,Bob Johnson Automotive Group,bobjohnsonleroy.com,jaspreet.kaur@spyne.ai,Studio Live,Pulaski,,New York,United States,13142,GROUP_DEALER,FRANCHISE_DEALER,54 Caprara Dr,,"{""lat"":43.5508513,""lng"":-76.1156338}"
87d8d9c7b,640edb0f7,Chevy Pulaski,Bob Johnson Automotive Group,bobjohnsonleroy.com,tushar.srivastava@spyne.ai,Vini Live,Pulaski,,New York,United States,13142,GROUP_DEALER,FRANCHISE_DEALER,54 Caprara Dr,,"{""lat"":43.5508513,""lng"":-76.1156338}"
eaee24a8-5,640edb0f7,Chevy West,Bob Johnson Automotive Group,bobjohnsonleroy.com,jaspreet.kaur@spyne.ai,Studio Live,Spencerport,,New York,United States,14559,GROUP_DEALER,FRANCHISE_DEALER,5049 W Ridge Rd W,,"{""lat"":43.2174887,""lng"":-77.7972086}"
eaee24a8-5,640edb0f7,Chevy West,Bob Johnson Automotive Group,bobjohnsonleroy.com,tushar.srivastava@spyne.ai,Vini Live,Spencerport,,New York,United States,14559,GROUP_DEALER,FRANCHISE_DEALER,5049 W Ridge Rd W,,"{""lat"":43.2174887,""lng"":-77.7972086}"
4cd23d245,640edb0f7,Jessica Chevrolet NYC,Bob Johnson Automotive Group,bobjohnsonleroy.com,jaspreet.kaur@spyne.ai,Studio Live,Le Roy,,New York,United States,14482,GROUP_DEALER,FRANCHISE_DEALER,115 W Main St,,"{""lat"":42.9778763,""lng"":-78.0033961}"
4cd23d245,640edb0f7,Jessica Chevrolet NYC,Bob Johnson Automotive Group,bobjohnsonleroy.com,tushar.srivastava@spyne.ai,Vini Live,Le Roy,,New York,United States,14482,GROUP_DEALER,FRANCHISE_DEALER,115 W Main St,,"{""lat"":42.9778763,""lng"":-78.0033961}"
b5242e0f-1,640edb0f7,KNV Rochester,Bob Johnson Automotive Group,bobjohnsonleroy.com,jaspreet.kaur@spyne.ai,Studio Live,Rochester,,New York,United States,14615,GROUP_DEALER,FRANCHISE_DEALER,1271 Ridge Road West,,"{""lat"":43.2034049,""lng"":-77.6641435}"
b5242e0f-1,640edb0f7,KNV Rochester,Bob Johnson Automotive Group,bobjohnsonleroy.com,tushar.srivastava@spyne.ai,Vini Live,Rochester,,New York,United States,14615,GROUP_DEALER,FRANCHISE_DEALER,1271 Ridge Road West,,"{""lat"":43.2034049,""lng"":-77.6641435}"
deaa16ea3,640edb0f7,VW_Watertown,Bob Johnson Automotive Group,bobjohnsonleroy.com,jaspreet.kaur@spyne.ai,Studio Live,Le Roy,,New York,United States,13601,GROUP_DEALER,FRANCHISE_DEALER,18493 US Route 11,,"{""lat"":43.9348164,""lng"":-75.9354551}"
deaa16ea3,640edb0f7,VW_Watertown,Bob Johnson Automotive Group,bobjohnsonleroy.com,tushar.srivastava@spyne.ai,Vini Live,Le Roy,,New York,United States,13601,GROUP_DEALER,FRANCHISE_DEALER,18493 US Route 11,,"{""lat"":43.9348164,""lng"":-75.9354551}"
39cee9cbe0,e258a7579,Bob King Genesis,Bob King,genesisofwinstonsalem.com,abhijeet.mitra@spyne.ai,Studio Live,Winston Salem,,North Carolina,United States,27127,GROUP_DEALER,FRANCHISE_DEALER,1601 Silas Creek Pkwy,,"{""lat"":36.0691493,""lng"":-80.2627612}"
39cee9cbe0,e258a7579,Bob King Genesis,Bob King,genesisofwinstonsalem.com,sudansh.tiruwa@spyne.ai,Vini Live,Winston Salem,,North Carolina,United States,27127,GROUP_DEALER,FRANCHISE_DEALER,1601 Silas Creek Pkwy,,"{""lat"":36.0691493,""lng"":-80.2627612}"
5a4d9a8b7d,e258a7579,Bob King Hyundai,Bob King,bobkinghyundai.com,abhijeet.mitra@spyne.ai,Studio Live,Winston Salem,,North Carolina,United States,27127,GROUP_DEALER,FRANCHISE_DEALER,1601 Silas Creek Pkwy,,"{""lat"":36.0691493,""lng"":-80.2627612}"
5a4d9a8b7d,e258a7579,Bob King Hyundai,Bob King,bobkinghyundai.com,sudansh.tiruwa@spyne.ai,Vini Live,Winston Salem,,North Carolina,United States,27127,GROUP_DEALER,FRANCHISE_DEALER,1601 Silas Creek Pkwy,,"{""lat"":36.0691493,""lng"":-80.2627612}"
55b1c7fa94,e258a7579,Bob King Kia,Bob King,bobkingkia.com,abhijeet.mitra@spyne.ai,Studio Live,Winston Salem,,North Carolina,United States,27103,GROUP_DEALER,FRANCHISE_DEALER,1725 Link Rd,,"{""lat"":36.0710332,""lng"":-80.2613457}"
55b1c7fa94,e258a7579,Bob King Kia,Bob King,bobkingkia.com,sudansh.tiruwa@spyne.ai,Vini Live,Winston Salem,,North Carolina,United States,27103,GROUP_DEALER,FRANCHISE_DEALER,1725 Link Rd,,"{""lat"":36.0710332,""lng"":-80.2613457}"
a9e37101ea,e258a7579,Bob King Mazda,Bob King,bobkingmazda.com,abhijeet.mitra@spyne.ai,Studio Live,Winston Salem,,North Carolina,United States,27103,INDIVIDUAL_DEALER,FRANCHISE_DEALER,680 Peters Creek Parkway,,"{""lat"":36.0824812,""lng"":-80.257579}"
a9e37101ea,e258a7579,Bob King Mazda,Bob King,bobkingmazda.com,sudansh.tiruwa@spyne.ai,Vini Live,Winston Salem,,North Carolina,United States,27103,INDIVIDUAL_DEALER,FRANCHISE_DEALER,680 Peters Creek Parkway,,"{""lat"":36.0824812,""lng"":-80.257579}"
f25b0ca567,b2c4495ce,robertcurry,Bosstown Motors,bosstownmotors.com,garvit.sharma@spyne.ai,Studio Live,Ormond Beach,,Florida,United States,32174,INDIVIDUAL_DEALER,INDEPENDENT_DEALER,1184 S Nova Rd,,"{""lat"":29.2504099,""lng"":-81.0704559}"
49a06313cf,7d06f7427,Covina Kia,Brandon Steven Motors,,prabha.kumari@spyne.ai,Vini Live,Reseda,,CA,USA,91335,GROUP_DEALER,FRANCHISE_DEALER,"7514 Reseda Blvd, Reseda, CA, United States, 91335","7514 Reseda Blvd, Reseda, CA, United States, 91335","{""lat"":34.0783146,""lng"":-117.8891603}"
5c99ab695a,7d06f7427,Eddy's Volkswagen,Brandon Steven Motors,,prabha.kumari@spyne.ai,Vini Live,Wichita,Sedgwick County,Kansas,United States,67207,GROUP_DEALER,FRANCHISE_DEALER,"11211, East Kellogg Drive",Sedgwick County,"{""lat"":37.678502,""lng"":-97.2069106}"
9923577d07,7d06f7427,Honda of Downtown Los Angeles,Brandon Steven Motors,hondaoflosangeles.com,ankur.batra@spyne.ai,Studio Live,Los Angeles,Los Angeles County,California,United States,90037,GROUP_DEALER,FRANCHISE_DEALER,"780, West Martin Luther King Junior Boulevard","South Los Angeles, Los Angeles County","{""lat"":34.0107883,""lng"":-118.2870302}"
9923577d07,7d06f7427,Honda of Downtown Los Angeles,Brandon Steven Motors,hondaoflosangeles.com,prabha.kumari@spyne.ai,Vini Live,Los Angeles,Los Angeles County,California,United States,90037,GROUP_DEALER,FRANCHISE_DEALER,"780, West Martin Luther King Junior Boulevard","South Los Angeles, Los Angeles County","{""lat"":34.0107883,""lng"":-118.2870302}"
2b110492b6,7d06f7427,Honda of Reseda,Brandon Steven Motors,hondaofreseda.com,ankur.batra@spyne.ai,Studio Live,Reseda,,CA,U.S.A,91335,GROUP_DEALER,FRANCHISE_DEALER,7514 Reseda Blvd,7514 Reseda Blvd,"{""lat"":34.2067939,""lng"":-118.5356469}"
2b110492b6,7d06f7427,Honda of Reseda,Brandon Steven Motors,hondaofreseda.com,prabha.kumari@spyne.ai,Vini Live,Reseda,,CA,U.S.A,91335,GROUP_DEALER,FRANCHISE_DEALER,7514 Reseda Blvd,7514 Reseda Blvd,"{""lat"":34.2067939,""lng"":-118.5356469}"
1a916c0965,7d06f7427,Hyundai Carson,Brandon Steven Motors,hyundaicarson.com,prabha.kumari@spyne.ai,Vini Live,Carson,Los Angeles County,California,United States,90810,GROUP_DEALER,FRANCHISE_DEALER,"2205, East 223rd Street",Los Angeles County,"{""lat"":33.8252322,""lng"":-118.2343426}"
a0a4332434,7d06f7427,Subaru of Wichita,Brandon Steven Motors,subaruofwichita.com,prabha.kumari@spyne.ai,Vini Live,Wichita,Sedgwick County,Kansas,United States,67207,GROUP_DEALER,FRANCHISE_DEALER,"11610, East Kellogg Drive",Sedgwick County,"{""lat"":37.6804902,""lng"":-97.2022324}"
81842de537,4a907ff81,Drive Casa Singleton,"Bravo Automotive Group, LLC",drivecasa.com,jaspreet.kaur@spyne.ai,Studio Live,Dallas,,Texas,United States,75247,GROUP_DEALER,FRANCHISE_DEALER,"7929 Brookriver Dr, Ste. 630, Dallas, Tx",,"{""lat"":32.8192174,""lng"":-96.8662054}"
f89ae024ba,ef889a294,Bridge Auto,Bridge Auto Group,bridgeautogroup.com,vishal.singh1@spyne.ai,Studio Churned,Queens,Queens County,New York,United States,11434,INDIVIDUAL_DEALER,INDEPENDENT_DEALER,"156-10, Baisley Boulevard","Jamaica, Queens County","{""lat"":40.6748926,""lng"":-73.7831781}"
f89ae024ba,ef889a294,Bridge Auto,Bridge Auto Group,bridgeautogroup.com,vishal.singh1@spyne.ai,Vini Churned,Queens,Queens County,New York,United States,11434,INDIVIDUAL_DEALER,INDEPENDENT_DEALER,"156-10, Baisley Boulevard","Jamaica, Queens County","{""lat"":40.6748926,""lng"":-73.7831781}"
e4047018-c,9016eb535,Bridgeton Auto Mall,Bridgeton Auto Mall,bridgetonautomall.com,jaspreet.kaur@spyne.ai,Studio Live,Bridgeton,,New Jersey,United States,8302,INDIVIDUAL_DEALER,FRANCHISE_DEALER,808 N Pearl St,,"{""lat"":39.4503689,""lng"":-75.2170467}"
e4047018-c,9016eb535,Bridgeton Auto Mall,Bridgeton Auto Mall,bridgetonautomall.com,zeeshana.aijaz@spyne.ai,Vini Live,Bridgeton,,New Jersey,United States,8302,INDIVIDUAL_DEALER,FRANCHISE_DEALER,808 N Pearl St,,"{""lat"":39.4503689,""lng"":-75.2170467}"
c764927e0,9016eb535,New Inventory(In-transit images),Bridgeton Auto Mall,,jaspreet.kaur@spyne.ai,Studio Live,Bridgeton,,New Jersey,United States,8302,INDIVIDUAL_DEALER,FRANCHISE_DEALER,808 N Pearl St,,"{""lat"":39.4503689,""lng"":-75.2170467}"
c764927e0,9016eb535,New Inventory(In-transit images),Bridgeton Auto Mall,,zeeshana.aijaz@spyne.ai,Vini Live,Bridgeton,,New Jersey,United States,8302,INDIVIDUAL_DEALER,FRANCHISE_DEALER,808 N Pearl St,,"{""lat"":39.4503689,""lng"":-75.2170467}"
6d828d314,9016eb535,Used inventory,Bridgeton Auto Mall,bridgetonautomall.com,jaspreet.kaur@spyne.ai,Studio Live,Bridgeton,,New Jersey,United States,8302,INDIVIDUAL_DEALER,FRANCHISE_DEALER,808 N. Pearl Street,,"{""lat"":39.4503689,""lng"":-75.2170467}"
6d828d314,9016eb535,Used inventory,Bridgeton Auto Mall,bridgetonautomall.com,zeeshana.aijaz@spyne.ai,Vini Live,Bridgeton,,New Jersey,United States,8302,INDIVIDUAL_DEALER,FRANCHISE_DEALER,808 N. Pearl Street,,"{""lat"":39.4503689,""lng"":-75.2170467}"
cde44ba3b1,585fb1c61,Brothers Auto Group,Brothers Auto Group,brotherautogroup.com,prathamesh.prashant@spyne.ai,Studio Live,plufgerville,,Texas,United States,78660,INDIVIDUAL_DEALER,INDEPENDENT_DEALER,15505 N Interstate 35 Ste B,,"{""lat"":30.45019,""lng"":-97.6706038}"
4c1f63c973,bb2874744,Buckhannon Toyota,Buckhannon Toyota,buckhannontoyota.com,sanyam.tyagi@spyne.ai,Studio Live,Buckhannon,,West Virginia,United States,26201,INDIVIDUAL_DEALER,FRANCHISE_DEALER,63 Brushy Fork Rd,,"{""lat"":38.9988603,""lng"":-80.2538504}"
5228334a8f,21e11595e,Bud Clary Auburn CDJR Hyundai,"Bud Clary Chevrolet, INC",,avinash.jha@spyne.ai,Studio Live,Auburn,King County,Washington,United States,98002,INDIVIDUAL_DEALER,FRANCHISE_DEALER,"2807, Auburn Way North",King County,"{""lat"":47.3323156,""lng"":-122.2226154}"
ef0a83181e,21e11595e,Bud Clary Auburn VW,"Bud Clary Chevrolet, INC",,avinash.jha@spyne.ai,Studio Live,Auburn,King County,Washington,United States,98002,INDIVIDUAL_DEALER,FRANCHISE_DEALER,"3109, Auburn Way North",King County,"{""lat"":47.335664,""lng"":-122.223299}"
38d7b02b6b,21e11595e,Bud Clary Chevrolet Subaru of Longview,"Bud Clary Chevrolet, INC",,avinash.jha@spyne.ai,Studio Live,Longview,Cowlitz County,Washington,United States,98632,INDIVIDUAL_DEALER,FRANCHISE_DEALER,"961, Commerce Avenue","Downtown, Cowlitz County","{""lat"":46.1316937,""lng"":-122.9370596}"
558f89d213,21e11595e,Bud Clary Chevrolet Toyota CDJR of Moses Lake,"Bud Clary Chevrolet, INC",,avinash.jha@spyne.ai,Studio Live,Moses Lake,Grant County,Washington,United States,98837,INDIVIDUAL_DEALER,FRANCHISE_DEALER,"12174, North Frontage Road Northeast",Grant County,"{""lat"":47.1043107,""lng"":-119.3586678}"
86be6cd729,21e11595e,Bud Clary Fleet,"Bud Clary Chevrolet, INC",,avinash.jha@spyne.ai,Studio Live,Longview,Cowlitz County,Washington,United States,98632,INDIVIDUAL_DEALER,FRANCHISE_DEALER,"1030, Commerce Avenue","Downtown, Cowlitz County","{""lat"":46.1320612,""lng"":-122.9354522}"
874e81c809,21e11595e,Bud Clary Ford Honda of Moses Lake,"Bud Clary Chevrolet, INC",,avinash.jha@spyne.ai,Studio Live,Moses Lake,Grant County,Washington,United States,98837,INDIVIDUAL_DEALER,FRANCHISE_DEALER,"1200, South Pioneer Way",Grant County,"{""lat"":47.11806,""lng"":-119.2666869}"
1bf29fef3f,21e11595e,Bud Clary Ford Hyundai of Longview,"Bud Clary Chevrolet, INC",,avinash.jha@spyne.ai,Studio Live,Longview,Cowlitz County,Washington,United States,98632,INDIVIDUAL_DEALER,FRANCHISE_DEALER,"1030, Commerce Avenue","Downtown, Cowlitz County","{""lat"":46.1320612,""lng"":-122.9354522}"
783e5cde9d,21e11595e,Bud Clary Toyota of Yakima,"Bud Clary Chevrolet, INC",,avinash.jha@spyne.ai,Studio Live,Union Gap,Yakima County,Washington,United States,98903,INDIVIDUAL_DEALER,FRANCHISE_DEALER,"2230, Longfibre Road",Yakima County,"{""lat"":46.5643599,""lng"":-120.4972103}"
0d61561d22,21e11595e,Bud clary Westlie Ford,"Bud Clary Chevrolet, INC",,avinash.jha@spyne.ai,Studio Live,Union Gap,Yakima County,Washington,United States,98903,INDIVIDUAL_DEALER,FRANCHISE_DEALER,"2230, Longfibre Road",Yakima County,"{""lat"":46.5643599,""lng"":-120.4972103}"
59b6bf3e38,7bb652e27,Butler Lexus South Atlanta,Butler Lexus of South Atlanta,butlerlexussouthatlanta.com,abhijeet.mitra@spyne.ai,Studio Live,Union City,Fulton County,Georgia,United States,30291,INDIVIDUAL_DEALER,FRANCHISE_DEALER,"4025, Jonesboro Road",Fulton County,"{""lat"":33.5646588,""lng"":-84.518726}"
9f0ac2ac0f,e60598d45,Akron,Byrider,,sanyam.tyagi@spyne.ai,Studio Live,Ohio,Summit County,Ohio,America,44312,INDIVIDUAL_DEALER,INDEPENDENT_DEALER,"777 S Canton Rd, Akron, OH 44312","777 S Canton Rd, Akron, OH 44312","{""lat"":41.081199,""lng"":-81.51883769999999}"
509ae2c44d,e60598d45,Amherst,Byrider,,sanyam.tyagi@spyne.ai,Studio Live,Ohio,Lorain County,Ohio,America,44001,INDIVIDUAL_DEALER,INDEPENDENT_DEALER,"7550 Leavitt Rd, Amherst, OH 44001, USA","7550 Leavitt Rd, Amherst, OH 44001, USA","{""lat"":41.081199,""lng"":-81.51883769999999}"
4657899350,e60598d45,Ashtabula,Byrider,,sanyam.tyagi@spyne.ai,Studio Live,Ohio,Ashtabula County,Ohio,America,44004,INDIVIDUAL_DEALER,INDEPENDENT_DEALER,"3420 N Ridge Rd E, Ashtabula, OH 44004","3420 N Ridge Rd E, Ashtabula, OH 44004","{""lat"":41.081199,""lng"":-81.51883769999999}"
4a1327e438,e60598d45,Byrider,Byrider,,sanyam.tyagi@spyne.ai,Studio Live,Akron,Summit County,Ohio,United States,44312,INDIVIDUAL_DEALER,INDEPENDENT_DEALER,"777, South Canton Road","Ellet, Summit County","{""lat"":41.0429789,""lng"":-81.4358374}"
d776f6d7fd,e60598d45,Canton,Byrider,,sanyam.tyagi@spyne.ai,Studio Live,Ohio,Stark County,Ohio,America,44708,INDIVIDUAL_DEALER,INDEPENDENT_DEALER,"3000 Tuscarawas St W, Canton, OH 44708, United States","3000 Tuscarawas St W, Canton, OH 44708, United States","{""lat"":41.081199,""lng"":-81.51883769999999}"
906209b832,e60598d45,Cleveland,Byrider,,sanyam.tyagi@spyne.ai,Studio Live,Ohio,Cuyahoga County,Ohio,America,44134,INDIVIDUAL_DEALER,INDEPENDENT_DEALER,"5250 Brookpark Rd, Cleveland, OH 44134, USA","5250 Brookpark Rd, Cleveland, OH 44134, USA","{""lat"":41.081199,""lng"":-81.51883769999999}"
e1c24d69bc,e60598d45,Euclid,Byrider,,sanyam.tyagi@spyne.ai,Studio Live,Ohio,Cuyahoga County,Ohio,America,44117,INDIVIDUAL_DEALER,INDEPENDENT_DEALER,"20941 Euclid Ave, Euclid, OH 44117, USA",,"{""lat"":41.081199,""lng"":-81.51883769999999}"
b16a57e73b,e60598d45,Mansfield,Byrider,,sanyam.tyagi@spyne.ai,Studio Live,Ohio,Richland County,Ohio,America,44906,INDIVIDUAL_DEALER,INDEPENDENT_DEALER,"1810 W 4th St, Ontario, OH 44906, USA",,"{""lat"":41.081199,""lng"":-81.51883769999999}"
2bd17b6a7f,e60598d45,Wooster,Byrider,,sanyam.tyagi@spyne.ai,Studio Live,Ohio,Wayne County,Ohio,America,44691,INDIVIDUAL_DEALER,INDEPENDENT_DEALER,"4536 Cleveland Rd, Wooster, OH 44691","4536 Cleveland Rd, Wooster, OH 44691","{""lat"":41.081199,""lng"":-81.51883769999999}"
77a9671bc3,97e494b63,Lucki  Mazda of  Woodbridge,C.A.R. Automotive LLC,,prabha.kumari@spyne.ai,Vini Live,Woodbridge,Prince William County,Virginia,United States,22191,INDIVIDUAL_DEALER,FRANCHISE_DEALER,"15610, Richmond Highway",Prince William County,"{""lat"":38.6131265,""lng"":-77.2898791}"
b60b1bb221,97e494b63,Lucki Mazda of Woodbridge,C.A.R. Automotive LLC,luckimazdaofwoodbridge-com.l.ink,prabha.kumari@spyne.ai,Vini Live,Woodbridge,Prince William County,Virginia,United States,22191,INDIVIDUAL_DEALER,INDEPENDENT_DEALER,"15610, Richmond Highway",Prince William County,"{""lat"":38.613181,""lng"":-77.2903699}"
b1b5f558f8,f7648a6e0,Calgary Truck,Calgary Truck,calgarytruck.ca,prathamesh.prashant@spyne.ai,Studio Live,Calgary,Barlow Trl SE,Alberta,Canada,T2C 4W8,INDIVIDUAL_DEALER,INDEPENDENT_DEALER,"6127, Barlow Trail Southeast","Unit 170, Southeast Calgary","{""lat"":50.9992372,""lng"":-113.985708}"
ed87502f28,62f962c8e,Ardmore Toyota,Callsource Auto,,akash.jaiswal@spyne.ai,Vini Live,Poway,Montgomery County,,PA,United States,INDIVIDUAL_DEALER,INDEPENDENT_DEALER,"219 E Lancaster Ave, Ardmore, PA","219 E Lancaster Ave, Ardmore, PA","{""lat"":32.9628232,""lng"":-117.0358646}"
7e881698d8,62f962c8e,Central City Toyota,Callsource Auto,,akash.jaiswal@spyne.ai,Vini Live,Poway,Philadelphia,PA,United States,19139,INDIVIDUAL_DEALER,INDEPENDENT_DEALER,4800 Chestnut St,,"{""lat"":32.9628232,""lng"":-117.0358646}"
76d83097a2,62f962c8e,McLarty Honda,Callsource Auto,,akash.jaiswal@spyne.ai,Vini Live,"Little Rock,",Little Rock,AR,United States,72210,INDIVIDUAL_DEALER,INDEPENDENT_DEALER,"10 Colonel Glenn Court, Little Rock,","10 Colonel Glenn Court, Little Rock,","{""lat"":34.7428286,""lng"":-92.2762904}"
b858509a68,62f962c8e,Michael Hohl Chevrolet GMC,Callsource Auto,,akash.jaiswal@spyne.ai,Vini Live,Carson City,Carson City,Nevada,United States,89701,INDIVIDUAL_DEALER,INDEPENDENT_DEALER,"3700, South Carson Street",Carson City,"{""lat"":39.1335593,""lng"":-119.7701822}"
064f07c700,62f962c8e,Toyota of Poway,Callsource Auto,,akash.jaiswal@spyne.ai,Vini Live,Poway,poway,CA,United States,92064,INDIVIDUAL_DEALER,INDEPENDENT_DEALER,"13631 Poway Rd, Poway, CA 92064","13631 Poway Rd, Poway, CA 92064","{""lat"":37.7749,""lng"":-122.4194}"
c9e74e59-c,e7c70ee5c,All Inventory,Capital Chevrolet Inc.,,abhijeet.mitra@spyne.ai,Studio Live,Wake Forest,,North Carolina,United States,27587,GROUP_DEALER,FRANCHISE_DEALER,9820 Capital Blvd,,"{""lat"":35.9149012,""lng"":-78.5493936}"
c9e74e59-c,e7c70ee5c,All Inventory,Capital Chevrolet Inc.,,abhijeet.mitra@spyne.ai,Vini Live,Wake Forest,,North Carolina,United States,27587,GROUP_DEALER,FRANCHISE_DEALER,9820 Capital Blvd,,"{""lat"":35.9149012,""lng"":-78.5493936}"
d2db15a8-d,e7c70ee5c,New inventory,Capital Chevrolet Inc.,capitalchevrolet.com,abhijeet.mitra@spyne.ai,Studio Live,Wake Forest,,North Carolina,United States,27587,GROUP_DEALER,FRANCHISE_DEALER,9820 Capital Blvd,,"{""lat"":35.9149012,""lng"":-78.5493936}"
d2db15a8-d,e7c70ee5c,New inventory,Capital Chevrolet Inc.,capitalchevrolet.com,,Vini Live,Wake Forest,,North Carolina,United States,27587,GROUP_DEALER,FRANCHISE_DEALER,9820 Capital Blvd,,"{""lat"":35.9149012,""lng"":-78.5493936}"
3aae9419f6,e7c70ee5c,Production,Capital Chevrolet Inc.,capitalchevrolet.com,abhijeet.mitra@spyne.ai,Studio Live,Wake Forest,,North Carolina,United States,27587,GROUP_DEALER,FRANCHISE_DEALER,9820 Capital Blvd,,"{""lat"":35.9149012,""lng"":-78.5493936}"
3aae9419f6,e7c70ee5c,Production,Capital Chevrolet Inc.,capitalchevrolet.com,,Vini Live,Wake Forest,,North Carolina,United States,27587,GROUP_DEALER,FRANCHISE_DEALER,9820 Capital Blvd,,"{""lat"":35.9149012,""lng"":-78.5493936}"
6b37aa296,5b2cbec7c,Capital City Ford Lincoln Toyota,Capital City Ford Lincoln Toyota,capitalcityford.com,vishal.singh1@spyne.ai,Studio Live,Pierre,,South Dakota,United States,57501,INDIVIDUAL_DEALER,FRANCHISE_DEALER,518 East Sioux Avenue,,"{""lat"":44.3636754,""lng"":-100.3481889}"
e305b41c-0,814bb50b2,Capitol Auto_Raleigh,Capitol Auto of Smithfield,capitolauto.net,avinash.jha@spyne.ai,Studio Live,Raleigh,,North Carolina,United States,27603,GROUP_DEALER,INDEPENDENT_DEALER,1313 Capital Boulevard Suite 100,,"{""lat"":35.7993747,""lng"":-78.6359446}"
eb984d3e0b,814bb50b2,Capitol Auto_Smithfield,Capitol Auto of Smithfield,capitolautosmithfield.com,avinash.jha@spyne.ai,Studio Live,Smithfield,,North Carolina,United States,27577,GROUP_DEALER,INDEPENDENT_DEALER,713 S Brightleaf Blvd,,"{""lat"":35.5007064,""lng"":-78.3470926}"
bdc9bd3044,c66c3062f,Car Bargain,Car Bargain,mycarbargain.com,garvit.sharma@spyne.ai,Studio Live,Shirley Ave Warrenton,,Virginia,United States,20186,INDIVIDUAL_DEALER,INDEPENDENT_DEALER,187 W,,"{""lat"":38.7122871,""lng"":-77.8044166}"
94ddbb36e4,2acceeb3e,Car Bazaar of Pensacola,Car Bazaar,pensacolabestcars.com,prathamesh.prashant@spyne.ai,Studio Live,Pensacola,,Florida,United States,32507,INDIVIDUAL_DEALER,INDEPENDENT_DEALER,2701 Gulf Beach Hwy,,"{""lat"":30.3802121,""lng"":-87.3089742}"
b6d1c1db0,8fee12e95,Car Castle,Car Castle,carcastleny.com,manpreet.kaur@spyne.ai,Studio Live,Bellerose,,New York,United States,11426,INDIVIDUAL_DEALER,INDEPENDENT_DEALER,250 01 Jericho Tpke,,"{""lat"":40.7269652,""lng"":-73.7145937}"
e1bac95363,3a050606d,Car Castle,Car Castle,mycarcastle.com,garvit.sharma@spyne.ai,Studio Live,Fullerton,Orange County,California,United States,92832,INDIVIDUAL_DEALER,INDEPENDENT_DEALER,"722, West Commonwealth Avenue",Orange County,"{""lat"":33.86983120084333,""lng"":-117.93871521705933}"
2b0786af04,9.70E+33,Car Central Milford,Car Central,,avinash.jha@spyne.ai,Studio Live,Milford,,Connecticut,United States,6460,GROUP_DEALER,FRANCHISE_DEALER,50 South Washington Street,,"{""lat"":41.2136816,""lng"":-73.0783688}"
99d856281f,9.70E+33,Car Central Wallingford,Car Central,,avinash.jha@spyne.ai,Studio Live,Wallingford,,Connecticut,United States,6492,GROUP_DEALER,FRANCHISE_DEALER,1191 North Colony Road,,"{""lat"":41.5031308,""lng"":-72.8111225}"
8d0abf19eb,b2dd27a91,Car Central Inc.,Car Central Inc.,carcentral.ca,garvit.sharma@spyne.ai,Studio Live,Barrie,,Ontario,Canada,L4N 4C7,INDIVIDUAL_DEALER,INDEPENDENT_DEALER,290 Yonge St,,"{""lat"":44.3702278,""lng"":-79.6717569}"
f6519057-c,b8f607c5f,Car City INC_2,Car City INC,carcitychicago.com,garvit.sharma@spyne.ai,Studio Live,Palatine,,Illinois,United States,60074,INDIVIDUAL_DEALER,INDEPENDENT_DEALER,2232 N Rand Rd,,"{""lat"":42.1295175,""lng"":-88.0045975}"
d615d65917,63ee21352,Car Cloud LTD,Car Cloud LTD,,anuj.tewatia@spyne.ai,Studio Live,Whitefield,Greater Manchester,England,United Kingdom,M45 7FJ,INDIVIDUAL_DEALER,INDEPENDENT_DEALER,"22, Bury New Road",Greater Manchester,"{""lat"":53.5403276,""lng"":-2.2892913}"
b64a77c54d,6023a1d02,Main Feed,Car Hop Auto Sales & Finance,carhop.com,ankur.batra@spyne.ai,Studio Live,Aurora,,Colorado,United States,80010,GROUP_DEALER,INDEPENDENT_DEALER,658 S Havana St,,"{""lat"":39.7049501,""lng"":-104.8681932}"
7aa04a1a2d,aa323b917,Car Revolution Avenel,Car Revolution,,aditya.kaul@spyne.ai,Vini Live,Woodbridge Township,Middlesex County,New Jersey,United States,7001,INDIVIDUAL_DEALER,INDEPENDENT_DEALER,"885, U.S. 1","Avenel, Middlesex County","{""lat"":40.5753968,""lng"":-74.289665}"
eba56ec9aa,aa323b917,Pointe Buick GMC,Car Revolution,pinegroveautomall.com,aditya.kaul@spyne.ai,Studio Live,Penns Grove,Salem County,New Jersey,United States,8069,INDIVIDUAL_DEALER,FRANCHISE_DEALER,"91, North Virginia Avenue",Salem County,"{""lat"":39.729992,""lng"":-75.46091539999999}"
eba56ec9aa,aa323b917,Pointe Buick GMC,Car Revolution,pinegroveautomall.com,aditya.kaul@spyne.ai,Vini Live,Penns Grove,Salem County,New Jersey,United States,8069,INDIVIDUAL_DEALER,FRANCHISE_DEALER,"91, North Virginia Avenue",Salem County,"{""lat"":39.729992,""lng"":-75.46091539999999}"
86559f6ef2,f44026259,CarLux Fort Myers,CarLux Fort Myers,,prathamesh.prashant@spyne.ai,Studio Live,Fort Myers,Lee County,Florida,United States,33901,INDIVIDUAL_DEALER,INDEPENDENT_DEALER,"3388, Fowler Street",Lee County,"{""lat"":26.6158953,""lng"":-81.8624317}"
